Acedamic_percentage_in_Operating_Systems,percentage_in_Algorithms,Percentage_in_Programming_Concepts,Percentage_in_Software_Engineering,Percentage_in_Computer_Networks,Percentage_in_Electronics_Subjects,Percentage_in_Computer_Architecture,Percentage_in_Mathematics,Percentage_in_Communication_skills,Logical_quotient_rating,coding_skills_rating,self-learning_capability,Extra-courses_did,certifications,workshops,talenttests_taken,reading_and_writing_skills,memory_capability_score,Interested_subjects,interested_career_area,Job_Higher_Studies,Suggested_elective_Course
64,65,64,85,60,68,68,76,77,7,6,no,no,r programming,cloud computing,yes,medium,medium,cloud computing,developer,job,29
83,64,79,87,64,84,80,81,68,9,4,yes,no,shell programming,game development,no,medium,poor,Computer Architecture,security,higherstudies,28
69,67,80,84,64,62,84,88,92,2,7,yes,yes,distro making,database security,no,medium,medium,cloud computing,developer,job,11
73,67,80,78,92,82,84,67,62,4,4,yes,no,app development,system designing,yes,poor,poor,networks,testing,job,5
81,62,92,61,87,64,82,65,64,4,3,no,no,machine learning,hacking,yes,poor,poor,networks,security,job,8
94,61,91,79,81,70,77,87,72,7,3,yes,yes,shell programming,game development,yes,poor,excellent,data engineering,cloud computing,higherstudies,30
65,61,90,82,86,76,94,69,86,8,3,yes,no,r programming,data science,yes,medium,medium,parallel computing,cloud computing,job,28
91,89,73,71,62,81,92,72,81,6,6,yes,yes,information security,data science,no,excellent,poor,IOT,testing,higherstudies,10
79,69,61,92,84,69,65,91,60,3,2,no,no,shell programming,testing,yes,medium,poor,programming,developer,job,9
71,89,89,64,63,66,64,84,64,4,3,yes,no,full stack,cloud computing,yes,medium,medium,IOT,testing,job,9
61,67,78,73,85,83,80,78,70,7,8,no,yes,distro making,hacking,no,poor,excellent,data engineering,cloud computing,job,23
62,80,77,78,78,94,69,70,92,2,3,yes,yes,hadoop,system designing,no,poor,excellent,networks,developer,higherstudies,23
79,78,81,83,93,62,67,90,90,7,9,no,yes,distro making,web technologies,no,poor,medium,Software Engineering,security,job,20
60,67,81,68,67,66,83,71,61,8,7,no,yes,machine learning,system designing,yes,medium,poor,hacking,Business process analyst,higherstudies,11
62,69,91,92,79,61,85,62,72,2,2,no,yes,distro making,cloud computing,yes,poor,medium,Computer Architecture,developer,job,31
82,77,66,91,85,74,80,89,69,3,2,yes,no,app development,cloud computing,yes,poor,medium,Computer Architecture,cloud computing,higherstudies,6
71,83,79,89,87,79,89,87,87,1,4,no,no,python,web technologies,yes,medium,medium,data engineering,security,higherstudies,3
77,64,63,68,63,66,81,81,67,2,4,no,yes,hadoop,data science,yes,excellent,medium,Management,system developer,job,3
60,66,90,84,82,86,85,87,70,7,1,no,no,machine learning,game development,yes,medium,excellent,Management,security,higherstudies,30
86,92,80,93,86,88,91,77,74,1,2,no,yes,hadoop,web technologies,yes,poor,medium,cloud computing,security,job,14
71,71,64,82,86,92,69,93,82,1,1,yes,yes,hadoop,testing,yes,medium,medium,Management,security,job,22
63,72,85,63,71,62,67,78,90,4,2,yes,yes,machine learning,system designing,no,excellent,medium,IOT,cloud computing,higherstudies,10
82,75,70,65,75,84,87,76,92,9,3,yes,no,distro making,game development,yes,excellent,poor,parallel computing,developer,job,13
92,91,89,67,91,73,62,76,65,3,7,no,yes,full stack,web technologies,yes,poor,excellent,Management,system developer,job,26
78,89,84,90,71,68,80,94,86,9,2,no,no,hadoop,database security,no,poor,excellent,programming,security,higherstudies,29
88,93,94,73,84,64,91,60,78,9,2,no,no,r programming,data science,no,excellent,excellent,programming,security,job,32
81,66,75,69,83,63,66,75,84,7,3,no,no,python,system designing,no,medium,poor,networks,security,job,14
75,66,84,66,76,72,69,63,64,6,5,no,no,full stack,testing,yes,medium,excellent,cloud computing,Business process analyst,higherstudies,27
83,74,82,73,69,71,62,68,64,9,4,no,yes,app development,database security,yes,poor,excellent,Software Engineering,testing,higherstudies,17
84,71,82,91,79,85,68,71,77,6,6,yes,no,information security,database security,yes,medium,excellent,programming,testing,job,10
64,74,83,68,82,93,77,71,76,9,7,yes,yes,machine learning,web technologies,no,medium,excellent,programming,security,job,23
61,80,83,88,74,74,92,75,93,3,8,no,yes,python,cloud computing,yes,poor,excellent,IOT,testing,higherstudies,1
88,79,89,94,67,68,88,81,90,5,1,yes,no,information security,database security,yes,poor,medium,cloud computing,cloud computing,job,13
68,81,94,89,83,71,60,66,68,6,1,no,no,information security,testing,no,excellent,poor,cloud computing,cloud computing,job,20
79,75,64,74,81,62,64,88,73,9,8,yes,no,information security,system designing,yes,poor,poor,Computer Architecture,security,higherstudies,28
62,91,67,76,74,72,74,61,80,2,4,yes,no,shell programming,system designing,yes,excellent,medium,cloud computing,Business process analyst,job,27
68,93,85,94,86,76,91,86,75,2,1,no,no,information security,system designing,yes,medium,poor,cloud computing,testing,higherstudies,21
92,68,74,75,91,67,88,86,88,4,7,yes,no,full stack,system designing,no,excellent,excellent,Management,testing,higherstudies,1
72,72,74,77,75,70,82,77,66,8,5,yes,no,hadoop,game development,no,excellent,excellent,parallel computing,testing,higherstudies,5
66,69,93,66,84,65,66,81,66,9,6,no,yes,r programming,hacking,yes,medium,poor,networks,Business process analyst,job,9
75,79,78,84,70,86,73,60,72,4,1,no,yes,app development,testing,no,medium,excellent,hacking,system developer,job,15
84,86,75,74,79,74,68,60,80,6,9,yes,yes,r programming,hacking,yes,poor,poor,data engineering,cloud computing,job,1
83,64,82,71,91,63,80,77,92,1,8,no,no,information security,data science,yes,excellent,excellent,Software Engineering,developer,job,12
78,62,77,94,90,60,61,65,92,9,8,no,no,information security,system designing,no,poor,medium,programming,developer,higherstudies,27
78,85,61,80,67,77,68,90,65,8,1,yes,no,app development,data science,yes,excellent,poor,Computer Architecture,security,higherstudies,20
83,84,93,66,60,68,79,63,82,8,2,no,yes,app development,testing,yes,poor,medium,networks,security,job,5
65,62,65,75,82,86,68,93,79,8,6,no,no,full stack,testing,no,poor,excellent,data engineering,system developer,job,18
72,82,72,74,83,88,63,61,65,2,2,no,yes,machine learning,hacking,yes,excellent,excellent,Software Engineering,developer,job,8
83,67,84,71,78,73,91,74,88,3,1,no,yes,machine learning,web technologies,no,poor,poor,networks,cloud computing,job,28
93,69,80,64,92,81,73,90,72,1,9,yes,no,full stack,web technologies,no,medium,medium,Computer Architecture,security,higherstudies,19
66,70,93,89,84,81,67,87,76,6,7,no,no,full stack,system designing,yes,poor,medium,cloud computing,system developer,higherstudies,20
82,61,88,70,69,93,77,85,69,4,3,no,yes,hadoop,database security,yes,excellent,medium,IOT,Business process analyst,higherstudies,7
72,77,65,78,82,69,67,92,79,3,4,yes,no,python,database security,no,medium,poor,networks,developer,job,19
91,91,77,63,66,61,82,88,64,7,1,yes,yes,information security,data science,yes,poor,medium,data engineering,system developer,higherstudies,24
85,90,88,67,76,86,78,94,88,1,6,no,no,r programming,web technologies,no,excellent,medium,Computer Architecture,testing,job,16
63,80,87,80,89,77,76,62,90,3,1,yes,no,information security,testing,yes,excellent,poor,hacking,Business process analyst,higherstudies,17
69,64,63,85,76,60,63,75,87,6,5,no,no,app development,database security,yes,excellent,excellent,Computer Architecture,security,job,32
78,61,80,93,89,89,91,62,83,9,9,yes,yes,hadoop,web technologies,yes,excellent,poor,parallel computing,developer,higherstudies,4
76,85,79,70,77,89,82,81,73,3,5,yes,yes,distro making,cloud computing,yes,poor,poor,cloud computing,developer,job,26
67,70,87,86,62,87,85,64,90,9,8,yes,yes,machine learning,database security,no,medium,medium,data engineering,testing,higherstudies,7
91,62,68,76,89,67,85,78,75,1,2,yes,yes,shell programming,testing,no,excellent,medium,networks,system developer,job,14
83,90,89,69,60,79,89,90,81,6,2,yes,no,hadoop,game development,no,excellent,excellent,parallel computing,system developer,job,4
67,66,80,65,78,68,92,75,94,1,8,yes,no,app development,hacking,yes,medium,poor,Management,security,higherstudies,17
62,90,86,63,73,66,63,67,82,7,8,no,no,full stack,system designing,no,poor,excellent,parallel computing,Business process analyst,job,29
66,64,77,85,80,82,72,90,91,7,1,no,no,python,data science,no,poor,medium,cloud computing,security,higherstudies,13
64,68,87,62,72,61,79,69,63,6,3,yes,yes,python,web technologies,yes,excellent,poor,cloud computing,Business process analyst,job,29
85,86,66,87,69,77,68,74,73,8,6,no,yes,machine learning,system designing,no,poor,medium,Management,system developer,job,15
86,94,70,84,74,88,86,91,85,7,9,no,no,shell programming,testing,no,medium,medium,programming,Business process analyst,job,13
82,90,94,87,85,68,64,90,89,2,9,yes,no,app development,web technologies,no,poor,poor,hacking,cloud computing,higherstudies,8
79,70,91,62,93,81,84,68,68,5,8,no,no,distro making,hacking,no,poor,excellent,data engineering,system developer,higherstudies,13
61,71,94,80,82,88,91,77,92,5,4,no,no,r programming,data science,no,medium,excellent,networks,Business process analyst,higherstudies,22
63,82,76,71,83,86,90,91,91,4,9,no,no,shell programming,game development,no,medium,medium,parallel computing,system developer,higherstudies,27
60,66,93,93,88,85,91,66,66,6,6,no,no,shell programming,game development,no,excellent,excellent,Management,system developer,higherstudies,9
80,74,93,62,63,91,91,80,87,3,9,no,yes,app development,database security,yes,excellent,poor,networks,developer,higherstudies,21
65,67,79,62,84,76,88,81,91,1,3,yes,no,app development,data science,no,medium,poor,programming,cloud computing,higherstudies,17
65,86,72,60,70,66,85,65,91,7,6,yes,no,r programming,hacking,yes,medium,poor,parallel computing,system developer,higherstudies,14
67,65,65,88,83,81,69,60,93,4,8,no,yes,r programming,game development,yes,medium,excellent,programming,testing,job,15
81,94,72,75,77,66,79,79,61,8,9,yes,no,app development,system designing,no,poor,poor,programming,security,job,5
62,63,83,60,73,70,72,89,91,7,4,no,yes,information security,hacking,yes,medium,medium,Management,Business process analyst,higherstudies,25
68,64,63,74,91,88,77,60,67,5,7,no,yes,shell programming,system designing,yes,excellent,medium,cloud computing,security,higherstudies,27
63,74,89,70,84,62,78,89,80,9,7,no,no,hadoop,data science,yes,poor,poor,Computer Architecture,system developer,job,1
91,70,63,65,69,93,88,71,88,8,5,yes,no,information security,web technologies,yes,poor,poor,networks,Business process analyst,higherstudies,7
88,77,61,90,79,91,62,66,87,3,6,no,no,shell programming,hacking,no,medium,poor,parallel computing,security,job,0
65,87,73,76,69,67,89,69,81,1,1,no,yes,machine learning,testing,yes,medium,excellent,programming,developer,job,18
88,85,68,84,88,66,86,76,82,2,2,yes,no,full stack,system designing,no,medium,excellent,networks,system developer,higherstudies,32
76,63,92,74,76,81,76,87,81,8,7,yes,yes,distro making,data science,yes,poor,excellent,networks,system developer,job,5
74,94,94,82,64,92,84,67,80,4,6,yes,no,distro making,database security,no,excellent,poor,hacking,Business process analyst,higherstudies,11
60,84,84,70,80,78,64,83,60,8,6,no,no,shell programming,cloud computing,yes,excellent,excellent,Computer Architecture,testing,job,31
91,61,83,80,88,62,88,76,86,9,1,no,yes,machine learning,data science,no,poor,excellent,networks,security,higherstudies,24
